route_short_name,stop_id,dep_time_min,lateness_minutes,horizon_minutes,date
24,2942,959.0,-0.75,-5.8,2026-09-11
101,1194,599.0,-2.42,-5.8,2026-09-09
46,1288,1194.0,3.68,-5.8,2026-09-06
53,5305,873.0,-2.48,-5.8,2026-09-10
17,2663,961.0,-1.3,-5.8,2026-08-31
10,1670,1316.0,-0.75,-5.8,2026-09-02
35,5009,1152.0,1.33,-5.8,2026-08-24
61,3555,811.0,1.02,-5.8,2026-08-24
7,0043,1029.0,-4.45,-5.8,2026-09-04
44,2401,1200.0,1.02,-5.8,2026-09-05
2,1210,625.0,-2.27,-5.8,2026-09-02
26,1277,1313.0,-3.23,-5.8,2026-08-29
15,2164,605.0,-1.13,-5.8,2026-09-15
57,5730,750.0,-2.1,-5.8,2026-09-01
20,1518,959.0,4.0,-5.8,2026-09-11
3,9024,1049.0,-3.32,-5.8,2026-09-02
1,1382,227.0,-0.35,-5.8,2026-09-03
61,3192,402.0,3.08,-5.8,2026-09-01
66,6670,1244.0,-0.22,-5.8,2026-09-14
3,9161,480.0,-2.12,-5.8,2026-08-30
5,1893,588.0,1.43,-5.8,2026-08-26
3,9006,761.0,0.03,-5.8,2026-09-05
42,2557,529.0,-0.87,-5.8,2026-09-14
43,0014,335.0,1.22,-5.8,2026-09-11
7,37,1347.0,1.07,-5.8,2026-08-24
5,978,646.0,-0.75,-5.8,2026-09-02
66,6607,1490.0,-1.07,-5.8,2026-09-03
11,3009,352.0,1.85,-5.8,2026-09-10
53,5305,1221.0,-1.5,-5.8,2026-09-14
61,3384,518.0,-0.12,-5.8,2026-08-27
66,6610,991.0,-2.53,-5.8,2026-08-31
61,0833,1009.0,-1.7,-5.8,2026-09-05
31,0444,912.0,-5.42,-5.8,2026-09-13
38,1142,1003.0,1.13,-5.8,2026-08-26
1,784,703.0,-4.35,-5.8,2026-08-24
3,1221,1117.0,5.8,-5.8,2026-09-10
23,0276,721.0,-1.0,-5.8,2026-09-09
3,1304,655.0,1.38,-5.8,2026-09-04
29,565,790.0,-0.58,-5.8,2026-08-26
30,2790,788.0,0.52,-5.8,2026-09-03
28,1774,699.0,1.85,-5.8,2026-09-01
35,1725,557.0,-0.83,-5.8,2026-08-28
13,2,923.0,0.43,-5.8,2026-08-31
35,5009,660.0,-1.67,-5.8,2026-08-25
42,2557,914.0,-0.05,-5.8,2026-09-05
38,2380,1125.0,-0.45,-5.8,2026-09-10
43,603,1152.0,-0.17,-5.8,2026-08-27
26,1552,1054.0,3.2,-5.8,2026-09-02
3,1304,927.0,4.3,-5.8,2026-09-01
39,2575,1359.0,1.33,-5.8,2026-08-29
28,1864,334.0,-1.42,-5.8,2026-09-10
110,0245,721.0,3.22,-5.8,2026-09-06
61,0849,611.0,1.58,-5.8,2026-09-07
42,1519,906.0,-0.05,-5.8,2026-09-08
20,9026,657.0,-5.5,-5.8,2026-09-02
29,0120,1441.0,-4.17,-5.8,2026-09-11
1,992,348.0,1.12,-5.8,2026-09-04
44,2169,694.0,0.63,-5.8,2026-09-13
66,6608,703.0,-1.55,-5.8,2026-09-06
53,2133,1391.0,1.05,-5.8,2026-09-10
103,1951,1193.0,-3.03,-5.8,2026-09-14
23,278,822.0,-0.3,-5.8,2026-08-27
7,2908,266.0,-5.35,-5.8,2026-09-02
38,1417,512.0,-1.03,-5.8,2026-09-12
29,0112,916.0,0.95,-5.8,2026-09-11
44,0996,838.0,2.13,-5.8,2026-09-08
61,2969,1425.0,-0.15,-5.8,2026-08-28
1,1036,896.0,-2.1,-5.8,2026-08-31
13,1015,573.0,-0.77,-5.8,2026-09-01
5,978,601.0,-0.28,-5.8,2026-08-27
23,0408,763.0,0.93,-5.8,2026-09-10
44,2410,864.0,0.28,-5.8,2026-08-25
11,3009,787.0,1.2,-5.8,2026-09-01
35,322,867.0,0.5,-5.8,2026-09-01
45,0143,1216.0,-2.75,-5.8,2026-09-09
7,0079,634.0,-0.93,-5.8,2026-09-12
110,0283,502.0,-0.72,-5.8,2026-09-06
3,1342,842.0,-2.45,-5.8,2026-08-24
5,1832,788.0,0.07,-5.8,2026-09-05
3,1335,287.0,-0.27,-5.8,2026-09-09
44,0996,1205.0,-2.53,-5.8,2026-09-08
68,1970,978.0,1.1,-5.8,2026-09-01
39,3066,1095.0,-2.2,-5.8,2026-08-31
57,3383,520.0,4.77,-5.8,2026-09-04
26,1565,927.0,-1.2,-5.8,2026-08-26
2,0796,688.0,15.22,-5.8,2026-09-09
35,1630,1096.0,-1.22,-5.8,2026-08-24
46,0393,659.0,0.92,-5.8,2026-09-06
10,22,465.0,-1.17,-5.8,2026-08-28
44,0996,893.0,-0.32,-5.8,2026-09-09
39,3055,845.0,-1.52,-5.8,2026-08-27
16,2840,1022.0,0.1,-5.8,2026-09-07
7,2323,1189.0,-0.17,-5.8,2026-09-13
7,3301,797.0,-1.15,-5.8,2026-09-08
61,6107,1270.0,1.25,-5.8,2026-09-12
10,3147,1119.0,-2.95,-5.8,2026-08-29
13,2233,1074.0,1.37,-5.8,2026-09-11
42,2553,421.0,-0.92,-5.8,2026-08-30
39,1948,633.0,0.28,-5.8,2026-09-01
4,719,964.0,-1.4,-5.8,2026-08-28
29,565,721.0,-1.2,-5.8,2026-08-29
39,783,1094.0,-5.02,-5.8,2026-08-28
51,273,841.0,-0.27,-5.8,2026-08-27
103,0769,458.0,0.23,-5.8,2026-09-15
39,1948,1077.0,-3.87,-5.8,2026-09-05
44,2435,584.0,4.93,-5.8,2026-08-26
66,2167,624.0,-5.17,-5.8,2026-09-07
18,2396,817.0,-4.03,-5.8,2026-09-01
39,2215,1273.0,-0.25,-5.8,2026-08-29
13,2257,1053.0,-3.05,-5.8,2026-08-26
8,838,506.0,-4.83,-5.8,2026-09-03
2,796,458.0,0.13,-5.8,2026-09-01
13,0162,943.0,-2.12,-5.8,2026-09-12
103,1105,1369.0,3.22,-5.8,2026-09-05
13,0245,1317.0,2.28,-5.8,2026-09-06
6,1746,1292.0,-2.38,-5.8,2026-09-05
2,0721,734.0,5.92,-5.8,2026-09-12
103,0717,632.0,-4.28,-5.8,2026-09-14
5,2606,1201.0,-0.12,-5.8,2026-08-24
26,310,791.0,2.42,-5.8,2026-08-27
53,5305,741.0,-1.65,-5.8,2026-08-26
103,1104,767.0,-0.68,-5.8,2026-09-11
26,1135,1037.0,2.68,-5.8,2026-09-02
44,2312,580.0,0.27,-5.8,2026-08-25
61,6107,1134.0,-3.72,-5.8,2026-08-28
22,2700,400.0,-1.93,-5.8,2026-09-01
42,6120,526.0,1.98,-5.8,2026-09-07
2,0724,985.0,2.82,-5.8,2026-09-07
3,1425,530.0,-0.2,-5.8,2026-09-08
61,1415,771.0,-2.45,-5.8,2026-09-09
53,1609,511.0,0.25,-5.8,2026-09-04
48,1063,1274.0,6.83,-5.8,2026-09-09
9,1494,302.0,1.0,-5.8,2026-09-09
109,1783,873.0,-1.23,-5.8,2026-09-10
29,1018,528.0,9.82,-5.8,2026-09-15
3,1224,432.0,-5.82,-5.8,2026-09-04
8,380,1285.0,-0.5,-5.8,2026-08-29
3,69,341.0,-1.73,-5.8,2026-09-03
42,2707,1099.0,1.13,-5.8,2026-09-09
9,1415,534.0,3.88,-5.8,2026-09-11
35,2083,1401.0,0.57,-5.8,2026-08-23
5,879,879.0,-1.38,-5.8,2026-09-03
42,3975,922.0,-5.95,-5.8,2026-09-01
4,3123,727.0,1.48,-5.8,2026-09-07
48,2251,1358.0,0.4,-5.8,2026-09-09
51,2024,680.0,-3.03,-5.8,2026-09-08
1,0826,920.0,3.2,-5.8,2026-09-11
44,0989,627.0,-0.12,-5.8,2026-09-15
11,2987,954.0,2.33,-5.8,2026-08-28
26,1477,818.0,0.22,-5.8,2026-09-01
57,5731,1087.0,4.8,-5.8,2026-09-15
39,0039,1317.0,0.35,-5.8,2026-09-11
23,0314,940.0,-6.52,-5.8,2026-09-08
44,2169,744.0,1.62,-5.8,2026-08-30
66,6607,498.0,6.7,-5.8,2026-09-12
6,1746,493.0,0.02,-5.8,2026-09-06
5,471,451.0,-0.62,-5.8,2026-08-25
5,1317,858.0,-1.4,-5.8,2026-09-15
6,1116,810.0,0.02,-5.8,2026-08-24
24,2943,854.0,2.6,-5.8,2026-09-15
35,3527,1133.0,-4.27,-5.8,2026-08-30
1,0862,585.0,-5.95,-5.8,2026-09-07
1,867,249.0,2.68,-5.8,2026-09-03
6,6203,1410.0,-0.92,-5.8,2026-08-25
1,0747,963.0,-4.22,-5.8,2026-09-07
10,3147,666.0,-0.42,-5.8,2026-08-25
29,0212,1113.0,0.03,-5.8,2026-09-10
30,2725,347.0,-1.98,-5.8,2026-09-03
7,2920,785.0,-10.65,-5.8,2026-09-14
9,3402,1105.0,4.63,-5.8,2026-09-08
39,0021,643.0,2.4,-5.8,2026-09-05
20,1541,1013.0,-1.6,-5.8,2026-09-02
44,2411,1306.0,-1.03,-5.8,2026-08-25
29,135,617.0,0.65,-5.8,2026-08-31
39,82,699.0,0.85,-5.8,2026-09-01
23,0362,1403.0,-2.32,-5.8,2026-09-09
30,2790,677.0,-1.38,-5.8,2026-09-03
44,2453,904.0,4.17,-5.8,2026-09-03
11,3009,862.0,0.72,-5.8,2026-09-02
44,0996,863.0,-0.33,-5.8,2026-09-09
13,2254,669.0,0.65,-5.8,2026-09-04
28,3043,880.0,-0.25,-5.8,2026-08-28
110,545,1293.0,-1.27,-5.8,2026-08-27
66,0781,425.0,0.4,-5.8,2026-09-05
26,9077,1152.0,8.92,-5.8,2026-09-08
38,1011,389.0,-1.02,-5.8,2026-08-26
8,4021,508.0,2.37,-5.8,2026-09-02
42,2547,883.0,-6.58,-5.8,2026-09-07
23,0208,1320.0,0.48,-5.8,2026-09-07
8,1428,459.0,-2.68,-5.8,2026-09-02
13,1151,382.0,5.87,-5.8,2026-09-05
66,781,493.0,2.35,-5.8,2026-08-26
7,3212,409.0,-2.33,-5.8,2026-09-04
46,1279,488.0,3.13,-5.8,2026-08-30
39,2144,1037.0,-1.05,-5.8,2026-08-29
9,4924,563.0,-1.42,-5.8,2026-09-15
101,1002,1035.0,1.82,-5.8,2026-09-14
28,1865,849.0,5.02,-5.8,2026-08-25
18,3346,1037.0,-2.43,-5.8,2026-09-14
6,1428,658.0,-0.75,-5.8,2026-08-28
7,2322,233.0,-5.13,-5.8,2026-08-28
18,2708,961.0,-7.77,-5.8,2026-09-11
53,1243,1099.0,0.88,-5.8,2026-09-04
10,590,1486.0,-2.57,-5.8,2026-08-26
57,6165,581.0,-4.33,-5.8,2026-08-26
26,9071,1415.0,0.9,-5.8,2026-09-12
4,6129,1175.0,-1.88,-5.8,2026-09-15
13,0153,1475.0,-0.18,-5.8,2026-09-15
1,1006,963.0,5.93,-5.8,2026-09-15
29,112,382.0,-1.45,-5.8,2026-09-01
26,1552,877.0,-1.38,-5.8,2026-09-15
28,1617,1319.0,-2.13,-5.8,2026-09-09
57,5732,851.0,-2.38,-5.8,2026-09-11
35,1696,1263.0,1.17,-5.8,2026-08-25
26,1271,549.0,-2.85,-5.8,2026-08-27
43,0050,542.0,0.07,-5.8,2026-09-15
5,1549,317.0,-0.8,-5.8,2026-09-02
38,3123,1343.0,0.43,-5.8,2026-09-05
31,3443,512.0,-7.47,-5.8,2026-09-15
61,3556,1388.0,-0.68,-5.8,2026-08-28
3,3013,759.0,2.17,-5.8,2026-09-01
20,1518,1090.0,0.72,-5.8,2026-09-01
61,6119,994.0,-0.15,-5.8,2026-09-01
20,1532,1390.0,0.67,-5.8,2026-09-11
10,1605,1519.0,-0.58,-5.8,2026-09-11
46,0870,359.0,-1.63,-5.8,2026-09-15
42,3133,641.0,-1.27,-5.8,2026-08-28
66,6609,1374.0,-1.35,-5.8,2026-09-11
10,1981,907.0,-2.37,-5.8,2026-09-15
44,2356,1110.0,-0.95,-5.8,2026-09-15
70,1803,911.0,-2.12,-5.8,2026-09-15
44,2307,1045.0,1.0,-5.8,2026-09-15
45,320,1027.0,-2.28,-5.8,2026-08-24
23,447,1431.0,0.43,-5.8,2026-08-24
4,3435,927.0,-1.95,-5.8,2026-08-30
29,0507,963.0,-2.07,-5.8,2026-09-15
45,3307,1357.0,-0.12,-5.8,2026-09-08
18,2771,579.0,1.93,-5.8,2026-08-28
10,1521,717.0,-2.88,-5.8,2026-09-01
51,0861,1034.0,-2.27,-5.8,2026-09-15
42,1519,891.0,-1.45,-5.8,2026-08-25
10,1066,1221.0,-1.47,-5.8,2026-09-05
7,3300,816.0,-0.3,-5.8,2026-08-27
24,2798,810.0,1.67,-5.8,2026-09-02
26,1511,1477.0,3.72,-5.8,2026-09-13
1,1194,1047.0,5.43,-5.8,2026-09-01
28,1865,1023.0,2.95,-5.8,2026-09-13
42,3200,1022.0,2.47,-5.8,2026-09-12
10,2467,913.0,-2.95,-5.78,2026-08-28
3,9034,905.0,-1.03,-5.78,2026-09-08
42,2386,1472.0,1.35,-5.78,2026-09-14
44,0782,1049.0,4.6,-5.78,2026-09-08
39,0091,1047.0,3.6,-5.78,2026-09-11
13,0349,745.0,-3.77,-5.78,2026-09-04
9,1415,730.0,-0.48,-5.78,2026-09-09
1,0785,532.0,-4.02,-5.78,2026-09-12
30,2748,1265.0,3.22,-5.78,2026-09-15
45,4515,1104.0,-1.63,-5.78,2026-08-23
66,6608,496.0,-0.78,-5.78,2026-08-24
10,0024,714.0,-1.75,-5.78,2026-09-09
1,1662,978.0,4.9,-5.78,2026-08-27
26,1389,1151.0,10.23,-5.78,2026-09-11
35,1618,905.0,3.32,-5.78,2026-08-27
44,1703,1213.0,0.92,-5.78,2026-09-15
42,2707,1204.0,1.9,-5.78,2026-09-15
103,1951,1018.0,-1.03,-5.78,2026-08-24
38,662,959.0,-1.27,-5.78,2026-09-03
66,781,1235.0,-4.32,-5.78,2026-08-26
46,3065,400.0,2.3,-5.78,2026-08-27
44,2426,1081.0,-2.12,-5.78,2026-09-04
26,1384,517.0,-0.32,-5.78,2026-08-30
3,1425,560.0,-1.0,-5.78,2026-09-03
39,92,939.0,-4.8,-5.78,2026-08-31
68,1434,616.0,-1.67,-5.78,2026-08-24
26,1384,783.0,-2.03,-5.78,2026-08-25
14,237,663.0,-0.38,-5.78,2026-09-03
7,9961,1231.0,-1.6,-5.78,2026-08-25
7,2321,1546.0,14.82,-5.78,2026-09-13
1,1629,1508.0,0.97,-5.78,2026-08-27
4,6140,452.0,-1.43,-5.78,2026-08-26
26,1168,917.0,-1.95,-5.78,2026-08-26
26,9075,1212.0,6.72,-5.78,2026-09-06
2,0769,1282.0,4.1,-5.78,2026-09-11
61,3383,900.0,5.22,-5.78,2026-09-09
3,1222,917.0,-0.95,-5.78,2026-08-29
43,0046,581.0,2.08,-5.78,2026-09-04
53,1600,1200.0,-1.13,-5.78,2026-08-25
26,584,544.0,-1.82,-5.78,2026-08-28
44,2312,883.0,-2.43,-5.78,2026-08-25
8,0586,1121.0,-0.05,-5.78,2026-09-05
1,1153,284.0,-0.45,-5.78,2026-09-12
7,2917,1107.0,2.03,-5.78,2026-08-25
26,9073,1325.0,-4.5,-5.78,2026-09-01
61,6118,803.0,-2.18,-5.78,2026-09-15
29,563,1089.0,-3.02,-5.78,2026-09-01
13,2254,772.0,0.58,-5.78,2026-09-11
42,2108,1236.0,5.07,-5.78,2026-09-03
45,486,1000.0,2.9,-5.78,2026-08-28
10,1521,1070.0,-2.18,-5.78,2026-08-23
51,2513,439.0,-1.93,-5.78,2026-09-02
48,1015,1417.0,0.68,-5.78,2026-08-29
61,6113,510.0,-5.6,-5.78,2026-08-28
26,9089,692.0,-5.6,-5.78,2026-09-03
6,1421,717.0,2.82,-5.78,2026-08-29
39,0082,831.0,0.92,-5.78,2026-09-14
5,0879,1067.0,0.57,-5.78,2026-09-06
10,2454,739.0,1.52,-5.78,2026-09-07
5,978,380.0,-2.95,-5.78,2026-09-03
57,2539,425.0,-1.18,-5.78,2026-08-27
42,2939,316.0,-0.88,-5.78,2026-09-04
42,1519,395.0,-1.37,-5.78,2026-09-09
61,6113,665.0,-6.2,-5.78,2026-08-27
20,2681,1259.0,1.72,-5.78,2026-08-24
48,2671,703.0,0.2,-5.78,2026-09-04
48,2251,790.0,-3.5,-5.78,2026-08-24
5,1004,425.0,-2.63,-5.78,2026-09-01
2,792,415.0,-0.95,-5.78,2026-09-02
53,181,966.0,-4.0,-5.78,2026-09-03
26,1511,1466.0,-1.05,-5.78,2026-09-07
1,875,838.0,-2.0,-5.78,2026-09-01
2,724,1128.0,-1.5,-5.78,2026-08-30
66,6616,741.0,-0.95,-5.78,2026-09-08
26,9078,697.0,-0.88,-5.78,2026-09-01
29,0111,455.0,-2.67,-5.78,2026-09-11
5,1317,1086.0,-2.75,-5.78,2026-08-28
1,1190,1535.0,-0.62,-5.78,2026-09-15
35,1957,1392.0,8.08,-5.78,2026-08-23
7,9960,941.0,-6.78,-5.78,2026-09-04
14,230,1346.0,-5.47,-5.78,2026-09-01
42,3129,622.0,2.48,-5.78,2026-08-26
26,9013,447.0,0.33,-5.78,2026-09-14
10,1993,694.0,-1.0,-5.78,2026-09-08
15,2634,1250.0,-2.07,-5.78,2026-09-01
42,2707,904.0,-1.03,-5.78,2026-09-09
38,1234,650.0,-6.4,-5.78,2026-09-10
46,2170,535.0,-1.97,-5.78,2026-09-09
5,3144,433.0,-2.8,-5.78,2026-09-08
61,1184,491.0,-4.58,-5.78,2026-09-03
7,0340,1364.0,-0.02,-5.78,2026-09-05
39,0042,616.0,-1.62,-5.78,2026-09-05
321,5712,492.0,-1.13,-5.78,2026-09-14
5,1317,531.0,-1.03,-5.78,2026-09-03
5,2011,347.0,2.08,-5.78,2026-09-05
6,1144,731.0,-1.17,-5.78,2026-08-28
46,870,1262.0,-2.07,-5.78,2026-08-28
15,2653,1240.0,0.95,-5.78,2026-08-26
3,0481,372.0,2.67,-5.78,2026-09-15
8,0491,1272.0,-1.55,-5.78,2026-09-10
3,1339,894.0,-1.22,-5.78,2026-08-26
51,2643,486.0,-6.23,-5.78,2026-09-15
9,1415,1032.0,13.58,-5.78,2026-09-08
5,1891,815.0,1.62,-5.78,2026-09-05
28,3224,455.0,-3.03,-5.78,2026-09-04
26,1476,697.0,0.37,-5.78,2026-09-01
18,1519,869.0,-0.77,-5.78,2026-09-02
23,0325,526.0,-1.43,-5.78,2026-09-15
17,0480,761.0,1.77,-5.78,2026-09-04
35,3502,869.0,0.25,-5.78,2026-08-26
35,3454,661.0,4.72,-5.78,2026-08-31
53,1148,758.0,1.05,-5.78,2026-08-31
2,0345,1184.0,10.18,-5.78,2026-09-06
107,2904,826.0,-0.5,-5.78,2026-09-10
44,2305,1019.0,3.57,-5.78,2026-09-04
14,232,1347.0,-6.47,-5.78,2026-09-01
57,5732,1061.0,-1.88,-5.78,2026-09-09
39,46,1064.0,1.75,-5.78,2026-08-29
48,2671,770.0,-2.85,-5.78,2026-08-30
49,4550,690.0,1.0,-5.78,2026-09-08
68,1986,1030.0,0.82,-5.78,2026-09-03
28,3287,581.0,-2.55,-5.78,2026-09-02
39,2340,1026.0,1.2,-5.78,2026-09-10
44,2338,1092.0,-1.17,-5.78,2026-09-06
35,2033,379.0,-1.58,-5.78,2026-09-15
51,2157,344.0,2.37,-5.78,2026-09-10
57,5722,462.0,-2.5,-5.78,2026-09-15
42,1519,1012.0,3.2,-5.78,2026-08-27
61,3108,524.0,7.57,-5.78,2026-09-08
15,2664,576.0,-0.42,-5.78,2026-09-09
26,1552,483.0,-0.88,-5.78,2026-09-02
44,2425,433.0,-1.43,-5.78,2026-09-14
57,3383,262.0,1.25,-5.78,2026-09-08
39,3059,565.0,-6.0,-5.78,2026-09-03
7,2901,774.0,-7.52,-5.78,2026-08-24
13,2170,1024.0,-2.27,-5.78,2026-09-12
70,1969,553.0,4.67,-5.78,2026-08-26
29,3422,1015.0,-6.07,-5.78,2026-08-27
2,326,690.0,2.92,-5.78,2026-08-24
109,773,645.0,1.02,-5.78,2026-08-28
28,1865,1272.0,0.2,-5.78,2026-09-10
53,1242,368.0,-1.23,-5.78,2026-09-14
45,1046,707.0,-5.02,-5.78,2026-09-05
31,0424,955.0,4.97,-5.78,2026-09-06
10,2112,862.0,-2.32,-5.78,2026-09-09
57,6133,453.0,-2.67,-5.78,2026-08-27
26,1477,698.0,-3.83,-5.78,2026-08-24
57,5732,524.0,2.27,-5.78,2026-09-09
23,210,1087.0,1.57,-5.78,2026-08-31
20,1531,1185.0,5.93,-5.78,2026-08-23
5,1892,353.0,0.8,-5.78,2026-09-01
66,6670,585.0,-0.42,-5.78,2026-09-04
3,3013,539.0,4.17,-5.78,2026-09-02
23,0363,679.0,1.73,-5.78,2026-09-08
57,3384,465.0,4.95,-5.78,2026-09-09
10,1464,1047.0,-0.02,-5.78,2026-09-10
35,3521,1135.0,-6.07,-5.78,2026-09-09
3,481,398.0,0.78,-5.78,2026-09-02
61,6107,499.0,-2.88,-5.78,2026-09-02
1,1190,1555.0,-2.4,-5.78,2026-09-10
53,1609,553.0,-1.17,-5.78,2026-09-15
66,6618,468.0,-2.83,-5.78,2026-08-25
13,2170,1041.0,-5.4,-5.78,2026-09-11
103,97,841.0,0.98,-5.78,2026-08-30
61,2969,768.0,-4.5,-5.78,2026-09-03
61,2580,1016.0,-0.68,-5.78,2026-09-11
10,3345,907.0,1.55,-5.78,2026-08-28
28,1621,847.0,-2.62,-5.78,2026-09-11
23,0326,292.0,-2.7,-5.78,2026-09-15
42,2772,1113.0,0.65,-5.78,2026-09-14
2,719,520.0,0.93,-5.78,2026-09-01
20,9067,1358.0,1.35,-5.78,2026-08-29
66,6609,740.0,-0.97,-5.78,2026-09-09
26,1565,1156.0,-2.28,-5.78,2026-09-04
66,6616,773.0,0.33,-5.78,2026-09-09
42,328,365.0,1.8,-5.78,2026-08-30
3,2140,936.0,4.48,-5.78,2026-09-11
2,723,760.0,-4.82,-5.78,2026-09-01
15,2654,1211.0,0.4,-5.78,2026-09-02
3,9036,971.0,-1.22,-5.78,2026-09-14
30,2939,1003.0,3.07,-5.78,2026-09-14
103,1960,828.0,-2.13,-5.78,2026-09-11
35,4,533.0,6.67,-5.78,2026-08-28
7,2344,1412.0,4.27,-5.78,2026-09-03
44,2455,1107.0,-0.77,-5.78,2026-08-30
39,2063,468.0,-2.02,-5.78,2026-09-04
26,1392,880.0,-0.73,-5.78,2026-08-26
3,1334,395.0,1.63,-5.78,2026-09-05
44,2312,906.0,2.48,-5.78,2026-09-07
8,0586,827.0,-1.13,-5.78,2026-09-11
7,2915,345.0,-7.97,-5.78,2026-09-07
45,1046,404.0,-13.85,-5.78,2026-09-10
3,1352,347.0,0.05,-5.78,2026-09-01
46,3065,767.0,1.47,-5.78,2026-09-12
53,2133,312.0,-0.68,-5.78,2026-09-08
1,873,1293.0,1.75,-5.78,2026-09-02
6,6161,1160.0,0.3,-5.78,2026-09-07
61,6115,1337.0,-0.08,-5.78,2026-09-14
5,0447,632.0,0.63,-5.78,2026-09-04
42,2547,745.0,-5.42,-5.78,2026-09-14
39,3069,527.0,0.88,-5.78,2026-08-26
42,2550,831.0,-1.37,-5.78,2026-09-07
46,3130,794.0,3.42,-5.78,2026-08-28
38,2372,559.0,-3.43,-5.78,2026-09-05
1,9004,529.0,-4.12,-5.78,2026-08-26
13,0502,925.0,0.13,-5.78,2026-09-12
61,3383,631.0,2.58,-5.78,2026-09-10
24,2771,588.0,6.53,-5.78,2026-09-03
51,0860,1185.0,-4.38,-5.78,2026-09-10
20,9020,678.0,3.98,-5.78,2026-08-31
39,3025,1345.0,-0.7,-5.78,2026-08-23
39,783,927.0,-0.43,-5.78,2026-09-01
26,9013,936.0,5.83,-5.78,2026-08-26
2,721,1126.0,-0.2,-5.78,2026-08-28
1,0536,342.0,-1.52,-5.78,2026-09-14
10,1459,1134.0,-0.43,-5.78,2026-08-24
44,2423,906.0,-1.43,-5.78,2026-09-10
7,2364,1144.0,-0.53,-5.78,2026-09-05
24,2774,452.0,-0.8,-5.78,2026-09-10
42,2507,281.0,-2.57,-5.78,2026-09-02
23,447,1431.0,2.62,-5.78,2026-08-28
30,2719,1321.0,1.4,-5.78,2026-09-14
109,4512,1370.0,-0.7,-5.78,2026-09-01
3,1340,434.0,-0.33,-5.78,2026-09-05
9,4113,1608.0,-3.93,-5.78,2026-08-28
29,120,1530.0,2.48,-5.78,2026-08-24
8,0382,749.0,1.75,-5.78,2026-09-04
7,2901,1157.0,-3.97,-5.78,2026-09-07
39,3067,694.0,-3.45,-5.78,2026-09-02
45,678,1104.0,1.55,-5.78,2026-08-27
29,0120,1411.0,-1.47,-5.78,2026-09-05
48,1030,450.0,-0.67,-5.78,2026-09-02
1,786,449.0,-3.17,-5.78,2026-08-27
5,447,527.0,0.9,-5.78,2026-08-27
66,6616,631.0,4.85,-5.78,2026-09-12
18,1519,869.0,2.78,-5.78,2026-08-27
44,2425,988.0,-2.97,-5.78,2026-09-08
20,2681,1086.0,6.67,-5.78,2026-09-05
23,0355,563.0,-2.33,-5.78,2026-09-14
44,2424,892.0,-0.33,-5.78,2026-09-04
7,1988,348.0,0.28,-5.78,2026-08-30
35,1696,909.0,1.32,-5.78,2026-08-27
7,3254,983.0,-2.63,-5.78,2026-08-30
35,1808,1177.0,-2.85,-5.78,2026-09-12
13,1039,455.0,-0.78,-5.78,2026-09-04
13,1039,891.0,-0.43,-5.78,2026-08-25
46,3401,894.0,-5.05,-5.78,2026-09-09
26,9084,1111.0,-0.42,-5.78,2026-09-12
23,843,617.0,-2.02,-5.78,2026-08-28
8,0380,392.0,0.53,-5.78,2026-09-14
24,2968,457.0,1.22,-5.78,2026-09-04
38,2372,988.0,-3.37,-5.78,2026-09-02
23,0408,437.0,-1.27,-5.78,2026-09-15
51,2023,1340.0,1.82,-5.78,2026-08-27
39,3062,905.0,-3.28,-5.78,2026-09-05
26,9079,494.0,-6.08,-5.78,2026-09-03
35,1998,1028.0,11.22,-5.78,2026-08-25
26,1168,989.0,-0.08,-5.78,2026-08-27
10,1822,633.0,-0.33,-5.78,2026-09-15
44,2309,878.0,-2.82,-5.78,2026-09-05
48,2671,1074.0,-2.25,-5.78,2026-09-13
26,1309,1120.0,0.58,-5.78,2026-09-12
42,3134,572.0,1.3,-5.78,2026-09-07
23,471,891.0,2.57,-5.78,2026-08-25
3,1344,691.0,-2.05,-5.78,2026-09-07
24,2793,1102.0,1.9,-5.78,2026-09-04
39,1883,1211.0,-1.55,-5.78,2026-09-12
103,1980,670.0,-0.8,-5.78,2026-09-05
26,0586,1615.0,-0.7,-5.78,2026-09-11
7,2748,271.0,-0.27,-5.78,2026-09-09
35,3527,534.0,-1.03,-5.78,2026-09-03
13,2568,1385.0,2.42,-5.78,2026-09-11
51,0861,833.0,-5.1,-5.78,2026-09-09
20,9020,390.0,3.53,-5.78,2026-09-02
1,858,1334.0,-4.18,-5.78,2026-08-29
45,3512,674.0,-4.63,-5.78,2026-08-25
101,1194,629.0,-0.57,-5.78,2026-08-31
66,0025,766.0,4.2,-5.78,2026-09-10
1,9002,452.0,-1.92,-5.78,2026-09-11
61,2580,808.0,0.62,-5.78,2026-09-09
35,1808,1139.0,-0.58,-5.78,2026-09-08
7,2366,432.0,-2.43,-5.78,2026-09-14
45,0772,578.0,-1.2,-5.78,2026-09-10
1,1100,585.0,-2.72,-5.78,2026-08-25
15,2762,350.0,0.0,-5.78,2026-08-28
49,4911,1081.0,-0.88,-5.78,2026-09-08
13,0288,1134.0,-1.9,-5.78,2026-09-12
51,6027,391.0,1.73,-5.78,2026-08-31
23,353,509.0,-0.18,-5.78,2026-08-31
3,1335,1277.0,1.63,-5.78,2026-09-05
26,1385,1268.0,0.95,-5.78,2026-09-10
1,992,1340.0,-2.73,-5.78,2026-08-25
42,2772,1457.0,0.63,-5.78,2026-09-03
